what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321277567592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1321277567658
activated,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1321277569739
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321277569787
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321277570430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321277574505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321277582411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1321277582450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321277583267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321277593001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1321277593030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321277599706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321277603402
